Date,Is returning customer,Gross sales,Discounts,Returns,Net sales,Shipping,Tax,Duties,Total sales,Orders,Customer count,Ordered quantity,Returned quantity,Net quantity,Units per transaction,Avg. order value,Cost of goods sold,Gross profit,Items,Avg. number of items
2024-11-19,TRUE,968,157.1,0,810.9,81.11,0,0,892.01,17,17,60,0,60,3.53,47.7,292.11,518.79,,
2024-11-20,FALSE,364,57.23,13.2,293.57,17.86,0,0,311.43,5,5,13,0,13,2.6,61.35,122.51,171.06,,
2024-11-20,TRUE,1216.6,214.11,0,1002.49,36.36,0,0,1038.85,8,7,25,0,25,3.13,125.31,341.73,660.76,,
2024-11-21,FALSE,1131.18,179.79,0,951.39,60.11,0,0,1011.5,15,15,76,0,76,5.07,63.43,375.66,575.73,,
2024-11-21,TRUE,2417.4,399.97,0,2017.43,158.93,0,0,2176.36,37,37,121,0,121,3.27,54.53,734.58,1282.85,,
2024-11-22,FALSE,431.76,71.96,0,359.8,69.21,0,0,429.01,9,9,26,0,26,2.89,39.98,107.86,251.94,,
2024-11-22,TRUE,751.7,116.17,0,635.53,58.01,0,0,693.54,11,11,47,0,47,4.27,57.78,263.49,372.04,,
2024-11-23,FALSE,1759.1,77.45,0,1681.65,33.59,0,0,1715.24,51,8,91,0,91,1.78,32.97,432.87,1248.78,,
2024-11-23,TRUE,1121.63,180.2,0,941.43,120.51,0,0,1061.94,19,19,65,0,65,3.42,49.55,387.54,553.89,,
2024-11-24,FALSE,745.2,80.74,0,664.46,42.51,0,0,706.97,10,10,42,0,42,4.2,66.45,223.38,441.08,,
2024-11-24,TRUE,607,61.2,0,545.8,47.27,0,0,593.07,8,8,21,0,21,2.63,68.23,213.97,331.83,,
2024-11-25,FALSE,579.5,69.5,0,510,56.1,0,0,566.1,10,10,32,0,32,3.2,51,185.09,324.91,,
2024-11-25,TRUE,629.54,73.24,0,556.3,87.32,0,0,643.62,17,15,30,0,30,1.76,32.72,223.25,333.05,,
2024-11-26,FALSE,176,22.7,0,153.3,28.71,0,0,182.01,3,3,13,0,13,4.33,51.1,48.22,105.08,,
2024-11-26,TRUE,1647.9,305.95,0,1341.95,76.43,0,0,1418.38,24,23,96,0,96,4,55.91,429.73,912.22,,
2024-11-27,FALSE,421.2,34.2,0,387,44.09,0,0,431.09,8,8,20,0,20,2.5,48.38,147.7,239.3,,
2024-11-27,TRUE,1160.1,225.02,22.5,912.58,76.06,0,0,988.64,16,16,51,2,49,3.19,58.44,318.52,594.06,,
2024-11-28,FALSE,372.5,37.5,0,335,45.97,0,0,380.97,8,8,23,0,23,2.88,41.88,130.49,204.51,,
2024-11-28,TRUE,419.09,83.82,0,335.27,0,0,0,335.27,5,5,28,0,28,5.6,67.05,105.16,230.11,,
2024-11-29,FALSE,901.5,143.3,0,758.2,94.02,0,0,852.22,16,16,48,0,48,3,47.39,218.09,540.11,,
2024-11-29,TRUE,1052.1,178.38,0,873.72,70.34,0,0,944.06,15,14,45,0,45,3,58.25,294.8,578.92,,
2024-11-30,FALSE,775.4,107.98,0,667.42,64.76,0,0,732.18,12,12,33,0,33,2.75,55.62,320.52,346.9,,
2024-11-30,TRUE,1446.2,259.11,0,1187.09,76.07,0,0,1263.16,20,20,70,0,70,3.5,59.35,360.4,826.69,,
2024-12-01,FALSE,829,98.3,0,730.7,105.84,0,0,836.54,16,16,34,0,34,2.13,45.67,197.63,533.07,,
2024-12-01,TRUE,757.7,126.44,0,631.26,39.76,0,0,671.02,10,10,34,0,34,3.4,63.13,235.33,395.93,,
2024-12-02,FALSE,1825.2,292,0,1533.2,0,0,0,1533.2,36,36,97,0,97,2.69,42.59,622.82,910.38,,
2024-12-02,TRUE,3400.63,573.27,0,2827.36,26.3,0,0,2853.66,71,71,203,0,203,2.86,39.82,1049.4,1777.96,,
2024-12-03,FALSE,987.9,126.68,30.8,830.42,0,0,0,830.42,16,16,71,1,70,4.44,53.83,341.01,489.41,,
2024-12-03,TRUE,1899.83,339.54,79.64,1480.65,3.24,0,0,1483.89,37,35,123,1,122,3.32,42.17,473.57,1007.08,,
2024-12-04,FALSE,158.5,5,0,153.5,0,0,0,153.5,3,3,10,0,10,3.33,51.17,31.56,121.94,,
2024-12-04,TRUE,825.83,62,0,763.83,52.78,0,0,816.61,11,11,59,0,59,5.36,69.44,244.82,519.01,,
2024-12-05,FALSE,254.5,10.88,0,243.62,21.14,0,0,264.76,4,4,12,0,12,3,60.91,86.95,156.67,,
2024-12-05,TRUE,496.33,134.2,0,362.13,27.27,0,0,389.4,8,8,27,0,27,3.38,45.27,121.99,240.14,,
2024-12-06,FALSE,224.5,19.85,5.88,198.77,27.05,0,0,225.82,4,4,11,0,11,2.75,51.16,45.51,153.26,,
2024-12-06,TRUE,298.7,34.67,15,249.03,51.1,0,0,300.13,9,8,10,0,10,1.11,29.34,102.4,146.63,,
2024-12-07,FALSE,556.6,15.62,0,540.98,41.87,0,0,582.85,8,8,20,0,20,2.5,67.62,259.57,281.41,,
2024-12-07,TRUE,125.75,0,0,125.75,19.86,0,0,145.61,3,3,11,0,11,3.67,41.92,45.97,79.78,,
2024-12-08,FALSE,334.7,5.62,0,329.08,30.78,0,0,359.86,6,6,13,0,13,2.17,54.85,144.19,184.89,,
2024-12-08,TRUE,358.33,0,0,358.33,19.08,0,0,377.41,5,5,14,0,14,2.8,71.67,136.69,221.64,,
2024-12-09,FALSE,708.5,37.3,0,671.2,113.65,0,0,784.85,13,13,49,0,49,3.77,51.63,175.09,496.11,,
2024-12-09,TRUE,383.7,5,0,378.7,30.36,0,0,409.06,8,8,10,0,10,1.25,47.34,100.99,277.71,,
2024-12-10,FALSE,189.5,7.5,0,182,55.08,0,0,237.08,6,6,17,0,17,2.83,30.33,64.14,117.86,,
2024-12-10,TRUE,945.5,29.45,0,916.05,123.22,0,0,1039.27,18,18,69,0,69,3.83,50.89,314.2,601.85,,
2024-12-11,FALSE,437.9,54.27,0,383.63,49.3,0,0,432.93,6,6,20,0,20,3.33,63.94,181.15,202.48,,
2024-12-11,TRUE,304,40.1,0,263.9,77.4,0,0,341.3,9,7,18,0,18,2,29.32,103.28,160.62,,
2024-12-12,FALSE,516.2,23.8,0,492.4,40.84,0,0,533.24,7,7,29,0,29,4.14,70.34,166.04,326.36,,
2024-12-12,TRUE,684.7,20.9,0,663.8,54.4,0,0,718.2,13,13,37,0,37,2.85,51.06,239.97,423.83,,
2024-12-13,FALSE,652.2,16.83,0,635.37,35.79,0,0,671.16,8,8,30,0,30,3.75,79.42,134.33,501.04,,
2024-12-13,TRUE,72.5,10,0,62.5,36.57,0,0,99.07,6,4,7,0,7,1.17,10.42,22.33,40.17,,
2024-12-14,FALSE,150,7.5,0,142.5,18.89,0,0,161.39,3,3,11,0,11,3.67,47.5,48.95,93.55,,
2024-12-14,TRUE,523.4,20,0,503.4,40.77,0,0,544.17,8,7,26,0,26,3.25,62.93,147.18,356.22,,
2024-12-15,FALSE,151.2,0,0,151.2,24.44,0,0,175.64,3,3,11,0,11,3.67,50.4,58.58,92.62,,
2024-12-15,TRUE,356.2,0,0,356.2,32.89,0,0,389.09,6,6,22,0,22,3.67,59.37,128.86,227.34,,
2024-12-16,FALSE,351,3.75,0,347.25,9.4,0,0,356.65,12,12,27,0,27,2.25,28.94,112.7,234.55,,
2024-12-16,TRUE,2463.6,33.65,0,2429.95,38.59,0,0,2468.54,56,53,160,0,160,2.86,43.39,804.61,1625.34,,
2024-12-17,FALSE,344.7,16.28,0,328.42,35.34,0,0,363.76,6,6,15,0,15,2.5,54.74,149.74,178.68,,
2024-12-17,TRUE,421.5,19.9,0,401.6,58.78,0,0,460.38,19,15,36,0,36,1.89,21.14,146.28,255.32,,
2024-12-18,FALSE,240.7,0,21.57,219.13,9.22,0,0,228.35,3,3,11,0,11,3.67,80.23,51.12,168.01,,
2024-12-18,TRUE,366,189.3,0,176.7,27.92,0,0,204.62,10,8,26,0,26,2.6,17.67,119.58,57.12,,
2024-12-19,FALSE,339.7,27.3,0,312.4,12.06,0,0,324.46,4,4,15,0,15,3.75,78.1,120.36,192.04,,
2024-12-19,TRUE,1355.16,172.73,0,1182.43,167.86,0,0,1350.29,31,26,80,0,80,2.58,38.14,475.88,706.55,,
2024-12-20,FALSE,405,40.88,0,364.12,76.95,0,0,441.07,8,8,25,0,25,3.13,45.52,105.22,258.9,,
2024-12-20,TRUE,482.61,19.43,0,463.18,33.22,0,0,496.4,7,5,17,0,17,2.43,66.17,193.29,269.89,,
2024-12-21,FALSE,116.7,5.63,0,111.07,15.08,0,0,126.15,2,2,6,0,6,3,55.54,51.5,59.57,,
2024-12-21,TRUE,376.75,9.9,0,366.85,39.95,0,0,406.8,7,7,19,0,19,2.71,52.41,138.42,228.43,,
2024-12-22,FALSE,75,11.26,0,63.74,18.51,0,0,82.25,2,2,5,0,5,2.5,31.87,14.66,49.08,,
2024-12-22,TRUE,109.13,0,0,109.13,19.12,0,0,128.25,2,2,3,0,3,1.5,54.57,38.36,70.77,,
2024-12-23,FALSE,60.02,0,0,60.02,0,0,0,60.02,1,1,5,0,5,5,60.02,19.71,40.31,,
2024-12-23,TRUE,586.5,42.6,0,543.9,102.77,0,0,646.67,14,10,18,0,18,1.29,38.85,107.29,436.61,,
2024-12-24,FALSE,178.5,23.49,0,155.01,40.49,0,0,195.5,4,4,10,0,10,2.5,38.75,45.5,109.51,,
2024-12-24,TRUE,456.5,26.4,0,430.1,24.85,0,0,454.95,5,5,20,0,20,4,86.02,141.44,288.66,,
2024-12-25,FALSE,253.2,7.05,0,246.15,18.49,0,0,264.64,4,4,16,0,16,4,61.54,78.63,167.52,,
2024-12-25,TRUE,103.88,0,0,103.88,17.67,0,0,121.55,3,3,6,0,6,2,34.63,32.45,71.43,,
2024-12-26,FALSE,69,4.4,0,64.6,18.44,0,0,83.04,3,3,5,0,5,1.67,21.53,27,37.6,,
2024-12-26,TRUE,833.75,140.26,0,693.49,145.15,0,0,838.64,18,17,51,0,51,2.83,38.53,256.12,437.37,,
2024-12-27,FALSE,119,0,0,119,20,0,0,139,3,3,4,0,4,1.33,39.67,34.89,84.11,,
2024-12-27,TRUE,500.26,74,0,426.26,67.2,0,0,493.46,10,9,21,0,21,2.1,42.63,147.54,278.72,,
2024-12-28,FALSE,169.5,13.5,0,156,47.35,0,0,203.35,5,5,9,0,9,1.8,31.2,59.44,96.56,,
2024-12-28,TRUE,664.9,99.47,0,565.43,88.75,0,0,654.18,14,14,40,0,40,2.86,40.39,191.56,373.87,,
2024-12-29,FALSE,87.5,0,0,87.5,29.99,0,0,117.49,3,3,6,0,6,2,29.17,26.63,60.87,,
2024-12-29,TRUE,407,28.85,9.53,368.62,97.43,0,0,466.05,9,8,30,0,30,3.33,42.02,142.29,226.33,,
2024-12-30,FALSE,223.5,25.08,0,198.42,46.58,0,0,245,4,4,10,0,10,2.5,49.61,51.44,146.98,,
2024-12-30,TRUE,405,43.8,0,361.2,30.25,0,0,391.45,10,9,13,0,13,1.3,36.12,131.64,229.56,,
2024-12-31,FALSE,105,10.13,0,94.87,18.21,0,0,113.08,2,2,8,0,8,4,47.44,34.28,60.59,,
2024-12-31,TRUE,1077.77,0,0,1077.77,322.48,0,0,1400.25,36,33,43,0,43,1.19,29.94,329.46,748.31,,
2025-01-01,FALSE,122.5,0,0,122.5,33.19,4.98,0,160.67,3,3,5,0,5,1.67,40.83,31.11,91.39,,
2025-01-01,TRUE,508.2,48.65,0,459.55,88.61,0,0,548.16,15,15,22,0,22,1.47,30.64,156.87,302.68,,
2025-01-02,FALSE,129.5,4.75,17.65,107.1,25.84,0,0,132.94,3,3,12,0,12,4,41.58,44.35,62.75,,
2025-01-02,TRUE,356.13,45.83,0,310.3,87.48,0,0,397.78,10,8,14,0,14,1.4,31.03,139.91,170.39,,
2025-01-03,FALSE,415.5,9.71,0,405.79,51.35,0,0,457.14,8,8,20,0,20,2.5,50.72,146.26,259.53,,
2025-01-03,TRUE,2358,63.78,0,2294.22,201.86,0,0,2496.08,43,41,141,0,141,3.28,53.35,782.59,1511.63,,
2025-01-04,FALSE,221.5,35.13,0,186.37,9.15,0,0,195.52,4,4,19,0,19,4.75,46.59,76.83,109.54,,
2025-01-04,TRUE,979.09,124.03,20,835.06,96.84,0,0,931.9,18,18,43,2,41,2.39,47.5,359.29,475.77,,
2025-01-05,FALSE,199,27.66,77.35,93.99,53.37,0,0,147.36,5,5,18,5,13,3.6,34.27,49.23,44.76,,
2025-01-05,TRUE,810.33,35.78,0,774.55,62.54,0,0,837.09,13,13,36,0,36,2.77,59.58,297.83,476.72,,
2025-01-06,FALSE,78.5,0,0,78.5,0,0,0,78.5,1,1,4,0,4,4,78.5,34.13,44.37,,
2025-01-06,TRUE,407.95,37,0,370.95,51.42,0.5,0,422.87,12,11,24,3,21,2,30.91,150.02,220.93,,
2025-01-07,FALSE,292.5,21,0,271.5,36.78,1.85,0,310.13,5,5,9,0,9,1.8,54.3,95.73,175.77,,
2025-01-07,TRUE,374.7,10,0,364.7,33.04,5.23,0,402.97,8,7,27,0,27,3.38,45.59,141.25,223.45,,
2025-01-08,FALSE,313.5,0,0,313.5,27,0,0,340.5,5,5,16,0,16,3.2,62.7,62.31,251.19,,
2025-01-08,TRUE,438.5,3.75,7.5,427.25,63.66,0,0,490.91,11,10,23,0,23,2.09,39.52,151.37,275.88,,
2025-01-09,FALSE,254.5,17.4,0,237.1,27.14,0,0,264.24,4,4,10,0,10,2.5,59.28,89.9,147.2,,
2025-01-09,TRUE,476.7,15.84,0,460.86,103.63,0,0,564.49,13,13,20,0,20,1.54,35.45,172.5,288.36,,
2025-01-10,FALSE,1083,757.05,0,325.95,35.93,0,0,361.88,7,7,76,0,76,10.86,46.56,411.52,-85.57,,
2025-01-10,TRUE,2505.9,2256.75,0,249.15,77.59,0,0,326.74,12,10,200,0,200,16.67,20.76,984.57,-735.42,,
2025-01-11,FALSE,212,5.63,0,206.37,28.67,0,0,235.04,6,6,15,0,15,2.5,34.4,70.83,135.54,,
2025-01-11,TRUE,429,5,0,424,94.64,0.99,0,519.63,11,11,24,0,24,2.18,38.55,156.17,267.83,,
2025-01-12,FALSE,301.7,16.85,0,284.85,44.79,0,0,329.64,5,5,21,0,21,4.2,56.97,113.13,171.72,,
2025-01-12,TRUE,406,40.45,0,365.55,46.7,0,0,412.25,7,7,31,0,31,4.43,52.22,135.62,229.93,,
2025-01-13,FALSE,512.5,34.51,0,477.99,48.37,0,0,526.36,8,8,28,4,24,3.5,59.75,128.56,349.43,,
2025-01-13,TRUE,387.9,85.05,0,302.85,27.02,0,0,329.87,7,7,15,0,15,2.14,43.26,164.48,138.37,,
2025-01-14,FALSE,383.5,154.86,0,228.64,30.3,0,0,258.94,10,10,32,2,30,3.2,22.86,111.84,116.8,,
2025-01-14,TRUE,1146.5,27.83,0,1118.67,188.95,0,0,1307.62,25,23,61,0,61,2.44,44.75,359.32,759.35,,
2025-01-15,FALSE,277,5.63,66,205.37,36.16,0,0,241.53,7,7,16,1,15,2.29,38.77,65.35,140.02,,
2025-01-15,TRUE,690.76,32.5,0,658.26,125.32,0,0,783.58,17,17,43,0,43,2.53,38.72,218.57,439.69,,
2025-01-16,FALSE,238,3.75,0,234.25,51.09,0,0,285.34,6,6,16,0,16,2.67,39.04,87.57,146.68,,
2025-01-16,TRUE,610,0,0,610,27.09,0,0,637.09,10,10,30,0,30,3,61,180.71,429.29,,
2025-01-17,FALSE,47,0,0,47,21.7,0,0,68.7,2,2,3,0,3,1.5,23.5,17.35,29.65,,
2025-01-17,TRUE,258.4,10.62,0,247.78,49.72,0,0,297.5,7,7,18,0,18,2.57,35.4,76.38,171.4,,
2025-01-18,FALSE,245.2,13.2,0,232,18.5,0,0,250.5,4,4,6,0,6,1.5,58,81.98,150.02,,
2025-01-18,TRUE,227,19.4,0,207.6,17.99,0,0,225.59,4,4,11,0,11,2.75,51.9,74.74,132.86,,
2025-01-19,FALSE,385.5,36.55,0,348.95,87.64,0,0,436.59,9,9,20,0,20,2.22,38.77,135.67,213.28,,
2025-01-19,TRUE,352.5,21.75,0,330.75,61.95,0,0,392.7,8,8,17,1,16,2.13,41.34,99.04,231.71,,
2025-01-20,FALSE,240,10.13,0,229.87,23.48,0,0,253.35,4,4,13,0,13,3.25,57.47,82.9,146.97,,
2025-01-20,TRUE,582,30.7,0,551.3,105.65,4.1,0,661.05,13,13,39,0,39,3,42.41,183.64,367.66,,
2025-01-21,FALSE,237,13.65,0,223.35,20.23,0,0,243.58,4,4,13,0,13,3.25,55.84,85.17,138.18,,
2025-01-21,TRUE,545.5,70.01,0,475.49,64.83,0,0,540.32,13,13,37,0,37,2.85,36.58,161.55,313.94,,
2025-01-22,FALSE,296.2,32.87,66,197.33,35.15,0,0,232.48,5,5,11,1,10,2.2,52.67,86.55,110.78,,
2025-01-22,TRUE,379.5,21.3,0,358.2,29.13,0,0,387.33,6,5,35,0,35,5.83,59.7,127.75,230.45,,
2025-01-23,FALSE,184.5,3.75,0,180.75,35.18,0,0,215.93,4,4,16,0,16,4,45.19,62.61,118.14,,
2025-01-23,TRUE,317.5,10.88,0,306.62,35.2,0,0,341.82,8,8,24,0,24,3,38.33,105.24,201.38,,
2025-01-24,FALSE,112.2,0,0,112.2,0,0,0,112.2,1,1,1,0,1,1,112.2,58.26,53.94,,
2025-01-24,TRUE,436.76,8.75,0,428.01,97.38,0,0,525.39,12,12,26,0,26,2.17,35.67,147.66,280.35,,
2025-01-25,FALSE,87.5,3.75,0,83.75,26.08,0,0,109.83,3,3,5,0,5,1.67,27.92,18.6,65.15,,
2025-01-25,TRUE,302.5,0,0,302.5,17.32,0,0,319.82,5,5,17,0,17,3.4,60.5,89.37,213.13,,
2025-01-26,FALSE,204.5,24.01,0,180.49,42.37,0,0,222.86,4,4,20,0,20,5,45.12,71.65,108.84,,
2025-01-26,TRUE,137.5,0,0,137.5,36.73,0,0,174.23,4,4,5,0,5,1.25,34.38,41.76,95.74,,
2025-01-27,FALSE,248.5,7.5,0,241,17.38,0,0,258.38,4,4,13,0,13,3.25,60.25,47.93,193.07,,
2025-01-27,TRUE,275,0,104.13,170.87,-2.06,0,0,168.81,6,6,17,2,15,2.83,45.83,46.6,124.27,,
2025-01-28,FALSE,280.5,80,160,40.5,54.91,0,0,95.41,7,7,26,5,21,3.71,28.64,22.94,17.56,,
2025-01-28,TRUE,218.5,15.93,0,202.57,41.43,0,0,244,6,6,9,0,9,1.5,33.76,77.98,124.59,,
2025-01-29,FALSE,250.5,0,25,225.5,24.26,0,0,249.76,4,4,16,0,16,4,62.63,88.91,136.59,,
2025-01-29,TRUE,419.76,40.88,12.5,366.38,17.48,0,0,383.86,9,9,18,1,17,2,42.1,129.41,236.97,,
2025-01-30,FALSE,274,43.88,0,230.12,60.13,0,0,290.25,5,5,12,0,12,2.4,46.02,91.71,138.41,,
2025-01-30,TRUE,213.5,11.25,0,202.25,32.66,0,0,234.91,5,5,18,0,18,3.6,40.45,75.19,127.06,,
2025-01-31,FALSE,185,7.5,0,177.5,26.25,0,0,203.75,4,4,10,0,10,2.5,44.38,49.08,128.42,,
2025-01-31,TRUE,412.5,24.75,0,387.75,88,0,0,475.75,9,9,27,0,27,3,43.08,129.54,258.21,,
2025-02-01,FALSE,312.5,10.43,0,302.07,64.95,0,0,367.02,8,8,25,0,25,3.13,37.76,119.32,182.75,,
2025-02-01,TRUE,2025.61,31.55,0,1994.06,178.43,0,0,2172.49,33,33,125,0,125,3.79,60.43,789.46,1204.6,,
2025-02-02,FALSE,210,7.13,0,202.87,32.75,0,0,235.62,4,4,12,0,12,3,50.72,69.05,133.82,,
2025-02-02,TRUE,640,25.03,25,589.97,46.99,0,0,636.96,11,11,30,2,28,2.73,55.91,225.56,364.41,,
2025-02-03,FALSE,100,25.63,0,74.37,13.49,0,0,87.86,2,2,8,0,8,4,37.19,31.09,43.28,,
2025-02-03,TRUE,564.5,13.2,0,551.3,49.37,3.68,0,604.35,11,11,41,0,41,3.73,50.12,186.73,364.57,,
2025-02-04,FALSE,119.5,0,0,119.5,17.47,0,0,136.97,3,3,13,0,13,4.33,39.83,31.55,87.95,,
2025-02-04,TRUE,314.38,0,0,314.38,65.57,0,0,379.95,8,8,16,0,16,2,39.3,112.6,201.78,,
2025-02-05,FALSE,215,2.5,0,212.5,54.59,0,0,267.09,5,5,10,0,10,2,42.5,70.01,142.49,,
2025-02-05,TRUE,48.75,0,0,48.75,25.59,0,0,74.34,2,2,5,0,5,2.5,24.38,15.9,32.85,,
2025-02-06,FALSE,505,26.5,0,478.5,46.68,0,0,525.18,9,9,35,0,35,3.89,53.17,161.62,316.88,,
2025-02-06,TRUE,1096.53,1.6,0,1094.93,78.68,0,0,1173.61,18,18,48,0,48,2.67,60.83,388.82,706.11,,
2025-02-07,FALSE,194.5,0,0,194.5,8.81,0,0,203.31,3,3,14,0,14,4.67,64.83,68.49,126.01,,
2025-02-07,TRUE,241.5,18.8,0,222.7,44.6,0,0,267.3,6,6,15,0,15,2.5,37.12,72.76,149.94,,
2025-02-08,FALSE,116,1.88,0,114.12,17.59,0,0,131.71,3,3,7,0,7,2.33,38.04,44.96,69.16,,
2025-02-08,TRUE,921.9,3.2,0,918.7,86.69,0,0,1005.39,16,15,54,0,54,3.38,57.42,289.1,629.6,,
2025-02-09,FALSE,323.5,0,0,323.5,43.61,0,0,367.11,7,7,30,0,30,4.29,46.21,103.56,219.94,,
2025-02-09,TRUE,259,0,0,259,27.38,0,0,286.38,5,5,11,0,11,2.2,51.8,86.86,172.14,,
2025-02-10,FALSE,37.5,5.63,0,31.87,8.81,0,0,40.68,1,1,4,0,4,4,31.87,12.11,19.76,,
2025-02-10,TRUE,382,1.87,0,380.13,52.83,0,0,432.96,9,8,15,0,15,1.67,42.24,111.92,268.21,,
2025-02-11,FALSE,398.5,62.5,0,336,0,0,0,336,4,4,26,0,26,6.5,84,107.42,228.58,,
2025-02-11,TRUE,380,66.63,0,313.37,49.44,0,0,362.81,11,10,30,0,30,2.73,28.49,139.32,174.05,,
2025-02-12,FALSE,116.8,49.4,0,67.4,8.81,0,0,76.21,2,2,8,0,8,4,33.7,42.43,24.97,,
2025-02-12,TRUE,379,13.5,0,365.5,49.12,0,0,414.62,7,7,26,0,26,3.71,52.21,133.94,231.56,,
2025-02-13,FALSE,173.7,7.92,0,165.78,8.81,0,0,174.59,2,2,10,0,10,5,82.89,76.55,89.23,,
2025-02-13,TRUE,445.7,12.75,0,432.95,18.47,0,0,451.42,7,7,32,0,32,4.57,61.85,158.04,274.91,,
2025-02-14,FALSE,191.7,3.75,0,187.95,32.42,0,0,220.37,4,4,12,0,12,3,46.99,74.55,113.4,,
2025-02-14,TRUE,596.33,64,0,532.33,89.24,0,0,621.57,13,13,44,0,44,3.38,40.95,205.03,327.3,,
2025-02-15,FALSE,235.5,15.98,0,219.52,49.26,0,0,268.78,6,6,16,0,16,2.67,36.59,85.62,133.9,,
2025-02-15,TRUE,493.4,33.92,0,459.48,42.55,0,0,502.03,8,7,37,0,37,4.63,57.43,175.6,283.88,,
2025-02-16,FALSE,196,6.88,0,189.12,28.89,0,0,218.01,5,5,5,0,5,1,37.82,70.93,118.19,,
2025-02-16,TRUE,793.8,81.18,0,712.62,70.69,0,0,783.31,11,11,37,0,37,3.36,64.78,296.72,415.9,,
2025-02-17,FALSE,171,10.13,0,160.87,25.75,0,0,186.62,3,3,5,0,5,1.67,53.62,63.24,97.63,,
2025-02-17,TRUE,132,6.5,0,125.5,34.42,0,0,159.92,3,3,8,0,8,2.67,41.83,37.01,88.49,,
2025-02-18,FALSE,335,38.78,0,296.22,54.39,0,0,350.61,6,6,25,0,25,4.17,49.37,101.56,194.66,,
2025-02-18,TRUE,455.5,55.13,0,400.37,57.41,0,0,457.78,9,9,29,0,29,3.22,44.49,137.81,262.56,,
2025-02-19,FALSE,179,10.88,0,168.12,10.8,0,0,178.92,3,3,9,0,9,3,56.04,65.62,102.5,,
2025-02-19,TRUE,535.5,72.3,0,463.2,83.57,1.83,0,548.6,14,13,39,0,39,2.79,33.09,175.68,287.52,,
2025-02-20,FALSE,400.5,16.73,100.5,283.27,49.47,0,0,332.74,10,10,23,3,20,2.3,38.38,86.5,196.77,,
2025-02-20,TRUE,225,7.5,22.5,195,18.75,0,0,213.75,5,4,7,2,5,1.4,43.5,62.77,132.23,,
2025-02-21,FALSE,481.5,0,0,481.5,0,0,0,481.5,14,14,31,0,31,2.21,34.39,139.03,342.47,,
2025-02-21,TRUE,3024.7,13.2,0,3011.5,26.95,1.08,0,3039.53,73,70,214,0,214,2.93,41.25,978.75,2032.75,,
2025-02-22,FALSE,514.4,0,0,514.4,34.95,0,0,549.35,8,8,22,0,22,2.75,64.3,222.38,292.02,,
2025-02-22,TRUE,285.25,9.15,0,276.1,70.32,0,0,346.42,8,8,26,0,26,3.25,34.51,97.61,178.49,,
2025-02-23,FALSE,125.5,0,0,125.5,20.65,0,0,146.15,3,3,5,0,5,1.67,41.83,50.18,75.32,,
2025-02-23,TRUE,461.88,0,0,461.88,58.94,0,0,520.82,9,9,31,0,31,3.44,51.32,165.74,296.14,,
2025-02-24,FALSE,515.76,12.22,0,503.54,64.32,0,0,567.86,8,8,16,0,16,2,62.94,172.28,331.26,,
2025-02-24,TRUE,320.5,22.15,11.88,286.47,24.75,0,0,311.22,5,5,24,1,23,4.8,59.67,107.62,178.85,,
2025-02-25,FALSE,172,9.7,0,162.3,35.81,0,0,198.11,4,4,9,0,9,2.25,40.58,58.19,104.11,,
2025-02-25,TRUE,388.46,18.8,0,369.66,50.46,0,0,420.12,9,9,25,0,25,2.78,41.07,151.45,218.21,,
2025-02-26,FALSE,125.5,8.93,0,116.57,11.57,0,0,128.14,2,2,9,0,9,4.5,58.29,51.35,65.22,,
2025-02-26,TRUE,423.5,7.13,0,416.37,34.19,0,0,450.56,7,7,22,0,22,3.14,59.48,156.14,260.23,,
2025-02-27,FALSE,207,37.5,0,169.5,40.93,0,0,210.43,5,5,17,0,17,3.4,33.9,69.19,100.31,,
2025-02-27,TRUE,386.03,51.92,0,334.11,77.18,0,0,411.29,10,10,29,2,27,2.9,33.41,174.13,159.98,,
2025-02-28,FALSE,110,2.5,8.66,98.84,40.01,0,0,138.85,4,4,10,0,10,2.5,26.88,34.67,64.17,,
2025-02-28,TRUE,579.52,197.28,0,382.24,89.55,2.65,0,474.44,13,13,29,0,29,2.23,29.4,193.38,188.86,,
2025-03-01,FALSE,152,0,0,152,29.9,0,0,181.9,3,3,14,0,14,4.67,50.67,53.28,98.72,,
2025-03-01,TRUE,138.88,0,0,138.88,8.98,0,0,147.86,2,2,6,0,6,3,69.44,45.36,93.52,,
2025-03-02,FALSE,414,24.53,0,389.47,35.24,0,0,424.71,6,6,23,0,23,3.83,64.91,146.15,243.32,,
2025-03-02,TRUE,1041.83,64.24,0,977.59,158.92,0,0,1136.51,20,20,62,0,62,3.1,48.88,348.29,629.3,,
2025-03-03,FALSE,175,68.13,0,106.87,28.87,0,0,135.74,5,5,17,0,17,3.4,21.37,55.17,51.7,,
2025-03-03,TRUE,837.83,64,0,773.83,83.28,0,0,857.11,15,15,38,0,38,2.53,51.59,292.49,481.34,,
2025-03-04,FALSE,150.5,0,0,150.5,26.1,1.78,0,178.38,5,5,6,1,5,1.2,30.1,57.97,92.53,,
2025-03-04,TRUE,378.9,60,35,283.9,20.14,3.37,0,307.41,10,9,16,3,13,1.6,31.89,146.46,137.44,,
2025-03-05,FALSE,478.5,353.75,0,124.75,17.62,0,0,142.37,4,4,35,0,35,8.75,31.19,159.15,-34.4,,
2025-03-05,TRUE,490.53,0,0,490.53,35.79,0,0,526.32,7,7,17,0,17,2.43,70.08,202.35,288.18,,
